nomor_abklats;nomor_graf;sisi_nisan;kondisi;tanggal_pembuatan;tempat_penemuan;kota;kecamatan;mukim;gampong;meunasah;bentuk_umum;panjang;lebar;ornamentasi_posisi;ornamentasi_bentuk;ornamentasi_motif;ornamentasi_ukuran;jenis_nisan;tanggal_pendataan;boks_penyimpanan
1707;I;7 Utara;7 Utara;1914 Desember;Makam Ten Oosten van Oeleé Loeëng;Banda Aceh;Banda Raya;Lam Mara;Kandang;Kandang;Nisan Bermahkota;56;26;Atas;Mahkota;Floral dan Hiasan;40x26;Kaligrafi dan Hiasan;10-Jun-24;Boks 5
1708;II;5 Selatan;5 Selatan;1914 Desember;Makam Ten Oosten van Oeleé Loeëng;Banda Aceh;Banda Raya;Lam Mara;Kandang;Kandang;Nisan Bermahkota;50;25;Atas;Mahkota berinskripsi;Floral & Roset;36,5x25;Kaligrafi dan Hiasan;28-May-24;Boks 5
1709;II;7 Utara;7 Utara;1914 Desember;Makam Ten Oosten van Oeleé Loeëng;Banda Aceh;Banda Raya;Lam Mara;Kandang;Kandang;Nisan Bermahkota;50;25;Atas;Mahkota;Floral;34x25;Kaligrafi dan Hiasan;22-May-24;Boks 5
1710;II;8 Timur;8 Timur;1914 Desember;Makam Oelee Lueëng;Aceh Besar;Darul Imarah;III Moekims Daroj;Poeni;Oeleé Loeëng;Persegi Panjang;26;23;"Atas;Bawah";Bingkai & Panil;Floral & Geometris;"12x15;12x23";Kaligrafi dan Hiasan;03-Jun-24;Boks 5
1711;I;1-2-3-4 Melingkar;1-2-3-4 Melingkar;1915 Januari;Makam Radja Pirak;Aceh Jaya;Jaya;Lam Njong;Koeala;Koeala;Persegi Panjang;74;9;-;-;-;-;Kaligrafi;03-Jun-24;Boks 5
1712;I;1-2-3-4 Puncak;1-2-3-4 Puncak;1915 Januari;Makam Radja Pirak;Aceh Jaya;Jaya;Lam Njong;Koeala;Koeala;Medallion;20;0;-;-;-;-;Kaligrafi;03-Jun-24;Boks 5
1713;II;Puncak;Puncak;1915 Januari;Makam Radja Pirak;Aceh Jaya;Jaya;Lamnjong;Koeala;Koeala;Melingkar;26;25;-;-;-;-;Kaligrafi;22-May-24;Boks 5
1714;II;5-6-7-8 Melingkar;5-6-7-8 Melingkar;1915 Januari;Makam Radja Pirak;Aceh Jaya;Jaya;Lam Njong;Koeala;Koeala;Melingkar;76;17;-;-;-;-;Kaligrafi;03-Jun-24;Boks 5
1715;II;Puncak;Puncak;1915 januari;Makam Radja Pirak;Aceh Jaya;Jaya;Lamnjong;Koeala;Koeala;Lingkaran;22;0;-;-;-;-;Kaligrafi;15-May-24;Boks 5
1716;II;1-2-3-4 Melingkar;1-2-3-4 Melingkar;1915 Januari;Makam Radja Pirak;Aceh Jaya;Jaya;Lam Njong;Koeala;Koeala;Melingkar;77;17;-;-;-;-;Kaligrafi;03-Jun-24;Boks 5
1723;V;3 Selatan;3 Selatan;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Nisan Bermahkota;28;17;"Atas;Bawah";Mahkota & Bingkai;Floral;"17x13; 14x14";Kaligrafi dan Hiasan;16-May-24;Boks 5
1724;V;4 Barat;4 Barat;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi;16;14;"Atas;Bawah";Bingkai & Panil;Floral & Geometris;"13x8;14x8";Kaligrafi dan Hiasan;03-Jun-24;Boks 5
1725;V;5 selatan;5 selatan;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Nisan Bermahkota;27;15,5;Atas;Mahkota;Floral;15,5x13;Kaligrafi dan Hiasan;16-May-24;Boks 5
1726;V;6 Barat;6 Barat;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi;15,5;13;Bawah;Panil;Floral;13x8;Kaligrafi dan Hiasan;16-May-24;Boks 5
1727;V;7 Utara;7 Utara;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;27;16;Atas;Mahkota;Floral & Roset;16,5x16;Kaligrafi dan Hiasan;17-May-24;Boks 5
1728;V;8 Timur;8 Timur;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi;15;14;Bawah;Panil;Floral;14x7;Kaligrafi dan Hiasan;15-May-24;Boks 5
1729;VII;5 selatan;5 selatan;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Nisan Bermahkota;17;12;Atas;Mahkota;Tidak Terlihat Jelas;10x1,5;Kaligrafi dan Hiasan;16-May-24;Boks 5
1730;VII;6 Barat;6 Barat;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;28,5;15;-;-;-;-;Kaligrafi;03-Jun-24;Boks 5
1731;VII;7 Utara;7 Utara;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;29;16;Atas;terpotong/tidak tercetak;terpotong/tidak tercetak;11x4;Kaligrafi;03-Jun-24;Boks 5
1732;VII;8 Timur;8 Timur;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;28;16;-;-;-;-;Kaligrafi;16-May-24;Boks 5
1734;XI;2 Timur;2 Timur;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;17;13;Atas;Panil;Floral;2,5x13;Kaligrafi dan Hiasan;16-May-24;Boks 5
1735;XI;3 Selatan;3 Selatan;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;18;14;Atas;Panil;Floral;3x14;Kaligrafi dan Hiasan;16-May-24;Boks 5
1736;XI;4 Barat;4 Barat;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;17;13;-;-;-;-;Kaligrafi dan Hiasan;16-May-24;Boks 5
1737;XI;5 selatan;5 selatan;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;17;14;Atas;Panil;Floral;2x14;Kaligrafi dan Hiasan;16-May-24;Boks 5
1738;XI;6 Barat;6 Barat;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;17;14;Atas;Panil;Floral;11,5x2;Kaligrafi dan Hiasan;17-May-24;Boks 5
1739;XI;7 Utara;7 Utara;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;17;12;-;-;-;-;Kaligrafi;16-May-24;Boks 5
1740;XI;8 Timur;8 Timur;1914 November;Makam Koeboe Aneu Oeleé Balang;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;17;14;Atas;Panil;Floral;11,5x2;Kaligrafi dan Hiasan;16-May-24;Boks 5
1741;I;5-6-7-8 Melingkar;5-6-7-8 Melingkar;1914 November;Makam Said Meuroedin;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;67;9;-;-;-;-;Kaligrafi;03-Jun-24;Boks 6
1742;A;5 Selatan;5 Selatan;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;39;25;Atas;Mahkota;Floral;25x7;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1743;A;6 Barat;6 Barat;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;40;24,5;Atas;Mahkota;Floral;24,5x8;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1745;A;8 Timur;8 Timur;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;39;25;Atas;Mahkota;Floral;25x7;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1746;B;5 Selatan;5 Selatan;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;49;18;Atas;Mahkota;Floral & Roset;28x18;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1747;B;6 Barat;6 Barat;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;20;16;Atas;Mahkota;Floral;21x2;Kaligrafi dan Hiasan;21-May-24;Boks 6
1748;B;7 Utara;7 Utara;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;51;17;Atas;Mahkota;Floral & Roset;29x17;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1749;B;8 Timur;8 Timur;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;19;14;Bawah;Panil;Floral & Geometris;14x2;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1750;C;1 Utara;1 Utara;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;36;19;-;-;-;-;Kaligrafi;03-Jun-24;Boks 6
1751;C;7 Utara;7 Utara;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;33;19;-;-;-;-;Kaligrafi;03-Jun-24;Boks 6
1752;D;5 Selatan;5 Selatan;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Koeta Radja;Djawa;Gampong Djawa;Nisan Bermahkota;45;17;Atas;Mahkota;Floral & Roset;28x17;Kaligrafi dan Hiasan;22-May-24;Boks 6
1753;D;6 Barat;6 Barat;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi;14;12;Atas;Mahkota;Floral;11x4;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1754;D;7 Utara;7 Utara;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Nisan Bermahkota;45;17,5;Atas;Mahkota;Floral & Roset;27x17;Kaligrafi dan Hiasan;03-Jun-24;Boks 6
1755;D;8 Timur;8 Timur;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi;14;12;Atas;Mahkota;Floral;11x5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1756;E;5 Selatan ;5 Selatan ;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;49;24;-;-;-;-;Kaligrafi;28-May-24;Boks 6
1757;E;6 Barat;6 Barat;1916 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;44;19;-;-;-;-;Kaligrafi;27-May-24;Boks 6
1758;E;7 Utara;7 Utara;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Onderafd. Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;48;28;-;-;-;-;Kaligrafi;03-Jun-24;Boks 6
1759;E;8 Timur;8 Timur;1916 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;45;19;-;-;-;-;Kaligrafi;27-May-24;Boks 6
1760;E;Puncak;Puncak;1915 Januari;Makam Toean di Bandar;Banda Aceh;Kuta Raja;Koeta Radja;Djawa;Gampong Djawa;Persegi Panjang;13;23;-;-;-;-;Kaligrafi;29-Apr-24;Boks 6
1762;II;6 Barat;6 Barat;1915 Januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;Onderafd. Koeta Radja;Brawe;Raja;Persegi Panjang;42;26;Atas;Mahkota;Floral;25x8;Kaligrafi dan Hiasan;27-May-24;Boks 6
1764;II;8 Timur;8 Timur;1915 Januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;Onderafd. Koeta Radja;Djawa;Radja;Persegi Panjang;40,5;25;Atas;Mahkota;Floral;22x7,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1765;V;5 Selatan;5 Selatan;1915 Januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;Onderafd. Koeta Radja;Djawa;Radja;Persegi Panjang;49;54;"Atas;Tengah";Mahkota & Sayap;Floral;"21x21;31x71";Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1768;V;8 Timur;8 Timur;1915 Januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;Onderafd. Koeta Radja;Brawe;Radja;Persegi;19;16;"Atas;Bawah";Bingkai & Panil;Floral;"7x3;15x6";Kaligrafi dan Hiasan;20-May-24;Boks 6
1770;VI;6 Barat;6 Barat;1915 Januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;-;Brawe;Radja;Persegi Panjang;34;16;Atas;Mahkota;Floral;8,5x3;Kaligrafi dan Hiasan;15-May-24;Boks 6
1773;VI;Puncak (sisi Kiri);Puncak (sisi Kiri);1915 Januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;-;Brawe;Radja;Persegi Panjang;9,5;25;-;-;-;-;Kaligrafi;15-May-24;Boks 6
1774;VI;Puncak (Sisi kanan);Puncak (Sisi kanan);1915 januari;Makam Tjot Ba Beum;Banda Aceh;Kuta Alam;-;Brawe;Radja;Persegi Panjang;9;24;-;-;-;-;Kaligrafi;15-May-24;Boks 6
1775;VI;5 Selatan;5 Selatan;1915 Januari;Makam Djarat Radja;Banda Aceh;Kuta Alam;Onderafd. Koeta Radja;Brawe;Raja;Nisan Bermahkota;51;35;Atas;Mahkota;Floral;35x13;Kaligrafi dan Hiasan;27-May-24;Boks 6
1776;VIII;6 Barat;6 Barat;1915 Januari;Makam Djarat Radja;Banda Aceh;Kuta Alam;-;Brawe;Radja;Nisan Bermahkota;54;37;Atas;Mahkota;Floral;37x14;Kaligrafi;28-May-24;Boks 6
1777;VIII;7 Utara;7 Utara;1915 Januari;Makam Djarat Raja;Banda Aceh;Kuta Alam;-;Brawe;Radja;Nisan Bermahkota;53;37;"Atas;Bawah";Mahkota & Panil;Floral;"33,5x15;9x9";Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1778;VIII;8 Timur;8 Timur;1915 Januari;Makam Djarat Raja;Banda Aceh;Kuta Alam;-;Brawe;Radja;Nisan Bermahkota;53;37;"Atas;Bawah";Mahkota & Panil;Floral;"33x14,5;10x9";Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1779;X;Puncak (nisan kaki);Puncak (nisan kaki);1915 Januari;Makam Djarat Raja;Banda Aceh;Kuta Alam;-;Brawe;Radja;Persegi Panjang;14;20;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1780;III;3 Selatan;3 Selatan;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Nisan Puncak Kurawal;92;32,5;Bawah;Panil;Geometris;32,5x13,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1783;IV;2-3 Tenggara;2-3 Tenggara;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;46;13;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1784;IV;3-4 Barat Daya;3-4 Barat Daya;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;45;13;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1785;IV;4-1 Barat Laut;4-1 Barat Laut;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;46;13;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1786;IV;5-6 Barat Daya;5-6 Barat Daya;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;43;12;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1787;IV;6-7 Barat Laut;6-7 Barat Laut;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;42;12;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1788;IV;7-8 Timur Laut;7-8 Timur Laut;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;41;12,5;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1789;IV;8-5 Tenggara;8-5 Tenggara;1915 Januari;Makam Toean Siah;Banda Aceh;Ulee Kareng;II Moekims Oeleë Kareuëng;Pango;Radja;Persegi Panjang;42;12;-;-;-;-;Kaligrafi;11-Jun-24;Boks 6
1790;I;5 Selatan;5 Selatan;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi;27;25;Atas;Mahkota;Floral;21,5x3,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1791;I;6 Barat;6 Barat;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi;28,5;26,5;Atas;Mahkota;Floral;21x3,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1792;I;7 Utara;7 Utara;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi;28,5;25,5;Atas;Mahkota;Floral;22x3,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1794;V;5 Selatan;5 Selatan;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;56;24;Atas;Mahkota;Floral & Roset;31x24;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1795;V;6 Barat;6 Barat;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;17;22;Atas;Mahkota;Floral;15,5x4,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1796;V;7 Utara;7 Utara;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;56;24;Atas;Mahkota;Floral;31x24;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1798;VI;5 Selatan;5 Selatan;1915 Februari ;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;22;12,5;Atas;Mahkota;Floral;12x4,5;Kaligrafi dan Hiasan;11-Jun-24;Boks 6
1800;VI;7 Utara;7 Utara;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;22;13;Atas;Mahkota;Floral;12x5,5;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1801;VI;8 Timur;8 Timur;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;27;17;Atas;Mahkota;Floral;11x4;Kaligrafi dan Hiasan;20-May-24;Boks 6
1802;VII;5 selatan;5 selatan;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;27;24;Atas;Mahkota;Floral;24x6;Kaligrafi dan Hiasan;17-May-24;Boks 6
1803;VII;6 Barat;6 Barat;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;27;24;Atas;Mahkota;Floral;24x6;Kaligrafi dan Hiasan;17-May-24;Boks 6
1805;VII;8 Timur;8 Timur;1915 Februari;Makam Toean di Kandang;Aceh Besar;Darul Kamal;Sikoeroeëng;Biloej;Biloej;Persegi Panjang;27;25;Atas;Mahkota;Floral;21x5;Kaligrafi dan Hiasan;21-May-24;Boks 6
1807;I;6 Barat;6 Barat;1915 Februari;Makam Teungkoe Lam Kaja;Aceh Besar;Darul Kamal;Lam Koenjit (IX Moekims);Lam Tadoek;Lam Tadoek;Persegi Panjang;37;20;Atas;Mahkota (terpotong);Floral;16x3;Kaligrafi dan Hiasan;15-May-24;Boks 6
1809;I;8 Timur;8 Timur;1915 Februari;Makam Teungkoe Lam Kaja;Aceh Besar;Darul Kamal;Lam Koenjit (IX Moekims);Lam Tadoek;Lam Tadoek;Persegi Panjang;38;20;Atas;Mahkota (terpotong);Floral;16x5;Kaligrafi dan Hiasan;15-May-24;Boks 6
1814;II;5 Selatan;5 Selatan;1915 Februari ;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;66;19;Tengah;Mahkota;Floral;16x8,5;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1815;II;6 Barat;6 Barat;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;19;17;Atas;Mahkota;Floral;3,5x10;Kaligrafi dan Hiasan;29-May-24;Boks 6
1816;II;7 Utara;7 Utara;1915 Februari ;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;64;18;Tengah;Mahkota;Floral;16x8,5;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1817;II;8 Timur;8 Timur;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;19;11;Atas;Mahkota;Floral;8x2,5;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1818;II;5-7 Puncak;5-7 Puncak;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;8;25,5;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1819;II;5 Selatan;5 Selatan;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;15;49;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1820;II;6 Barat;6 Barat;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;46;18;-;-;-;-;Kaligrafi;28-May-24;Boks 6
1822;II;8 Timur;8 Timur;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;40;14;-;-;-;-;Kaligrafi;29-May-24;Boks 6
1824;III;6 Barat;6 Barat;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;28;14,5;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1825;III;7 Utara;7 Utara;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;28;14,5;Atas;mahkota;Floral;12,5x2;Kaligrafi;05-Jun-24;Boks 6
1827;III;5 Selatan;5 Selatan;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;15;50;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1828;III;6 Barat;6 Barat;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;15;49;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1829;III;7 Utara (Randschrift/tulisan tepi);7 Utara (Randschrift/tulisan tepi);1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;48,5;14;-;-;-;-;Kaligrafi;29-May-24;Boks 6
1830;III;8 Timur;8 Timur;1915 Februari;Makam Kramat Toean di Ret;Banda Aceh;Meuraxa;Meusedjit Raja;Poenge Djoeroeng;Poenge Djoeroeng;Persegi Panjang;49;15;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1834;Enkel Graf (makam tunggal);8 Timur;8 Timur;1915 Maret;Makam Kramat Maha Radja;Aceh Besar;Peukan Bada;VI Moekims;Goerah;Meuseudjit Goerah;Persegi Panjang;53;15;Atas;Mahkota;Floral;13x7;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1835;II;5 Selatan;5 Selatan;1915 Maret;Makam Toean Meurah;Banda Aceh;Jaya Baru;Meusedjit Raja;Lam Teumon;Lam Teumon;Persegi Panjang;36;17,5;-;-;-;-;Kaligrafi;28-May-24;Boks 6
1840;V;2 Timur;2 Timur;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;31;20;Seluruh Sisi;Bingkai;Floral;29x15;Kaligrafi dan Hiasan;20-May-24;Boks 6
1844;V;6 Barat;6 Barat;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;29;19;Seluruh Sisi;Mahkota & Bingkai;Floral;"5,5 x15;26x5";Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1845;V;7 Utara;7 Utara;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;30;19;Seluruh Sisi;Mahkota & Bingkai;Floral;"5,5x15;26x15";Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1846;V;8 Timur;8 Timur;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;29;19;Seluruh Sisi;Mahkota & Bingkai;Floral;"5,5x15;26x15";Kaligrafi dan Hiasan;05-Jun-24;Boks 6
